Value,Count,ID,HWSD2_SMU_,WISE30s_SM,HWSD1_SMU_,COVERAGE,SHARE,WRB4,WRB_PHASES,WRB2,WRB2_CODE,FAO90,KOPPEN,TEXTURE_US,REF_BULK_D,BULK_DENSI,DRAINAGE,ROOT_DEPTH,AWC,PHASE1,PHASE2,ROOTS,IL,ADD_PROP,CODE,VALUE_1,geometry,Type
11398,1548.0,270252,11398,WD40011398,11398,2,100,RGeu,RGskeu,RG,26,RGe,D,9,1.66,1.51,MW,1,116,20,0,0,0,0,9,Loam,,Loam
11400,92959.0,253285,11400,WD20011400,11400,2,100,RGca,RGskca,RG,26,RGc,B,11,1.62,1.42,MW,1,149,20,0,0,0,0,11,Sandy loam,,SandyLoam
11401,58.0,256268,11401,WD40011401,11401,2,100,RGca,RGskca,RG,26,RGc,D,9,1.76,1.43,MW,1,151,20,0,0,0,0,9,Loam,,Loam
11402,918.0,256273,11402,WD40011402,11402,2,100,RGca,RGskca,RG,26,RGc,D,9,1.76,1.43,MW,1,151,20,0,0,0,0,9,Loam,,Loam
11404,28158.0,229192,11404,WD40011404,11404,2,100,PHha,PHha,PH,22,PHh,D,9,1.79,1.48,MW,1,181,16,0,0,0,0,9,Loam,,Loam
11405,607.0,229191,11405,WD40011405,11405,2,100,PHha,PHha,PH,22,PHh,D,9,1.79,1.48,MW,1,181,16,0,0,0,0,9,Loam,,Loam
11406,71552.0,229189,11406,WD40011406,11406,2,100,PHha,PHha,PH,22,PHh,D,9,1.79,1.48,MW,1,181,16,0,0,0,0,9,Loam,,Loam
11407,70942.0,229186,11407,WD40011407,11407,2,100,PHha,PHha,PH,22,PHh,D,9,1.79,1.48,MW,1,181,16,0,0,0,0,9,Loam,,Loam
11408,52757.0,229185,11408,WD40011408,11408,2,100,PHha,PHha,PH,22,PHh,D,9,1.79,1.48,MW,1,181,16,0,0,0,0,9,Loam,,Loam
11413,85292.0,225376,11413,WD40011413,11413,2,100,PHcc,PHca,PH,22,PHc,D,9,1.8,1.33,MW,1,167,16,0,0,0,0,9,Loam,,Loam
11416,191.0,225370,11416,WD40011416,11416,2,100,PHcc,PHca,PH,22,PHc,D,9,1.8,1.33,MW,1,167,16,0,0,0,0,9,Loam,,Loam
11417,551.0,225196,11417,WD20011417,11417,2,100,PHcc,PHca,PH,22,PHc,B,9,1.78,1.38,MW,1,154,16,0,0,0,0,9,Loam,,Loam
11418,24903.0,225371,11418,WD40011418,11418,2,100,PHcc,PHca,PH,22,PHc,D,9,1.8,1.33,MW,1,167,16,0,0,0,0,9,Loam,,Loam
11419,7035.0,225372,11419,WD40011419,11419,2,100,PHcc,PHca,PH,22,PHc,D,9,1.8,1.33,MW,1,167,16,0,0,0,0,9,Loam,,Loam
11421,1164.0,225373,11421,WD40011421,11421,2,100,PHcc,PHca,PH,22,PHc,D,9,1.8,1.33,MW,1,167,16,0,0,0,0,9,Loam,,Loam
11422,4773.0,230337,11422,WD40011422,11422,2,100,STmo,STmo,ST,30,PHj,D,5,1.85,1.19,P,1,183,16,0,0,0,0,5,Clay loam,,ClayLoam
11423,65161.0,226216,11423,WD40011423,11423,2,100,PHgl,PHgl,PH,22,PHg,D,5,1.82,1.32,P,1,170,16,0,0,0,0,5,Clay loam,,ClayLoam
11425,72810.0,226217,11425,WD40011425,11425,2,100,PHgl,PHgl,PH,22,PHg,D,5,1.82,1.32,P,1,170,16,0,0,0,0,5,Clay loam,,ClayLoam
11427,9743.0,226085,11427,WD20011427,11427,2,100,PHgl,PHgl,PH,22,PHg,B,5,1.93,1.36,P,1,175,16,0,0,0,0,5,Clay loam,,ClayLoam
11428,126.0,226218,11428,WD40011428,11428,2,100,PHgl,PHgl,PH,22,PHg,D,5,1.82,1.32,P,1,170,16,0,0,0,0,5,Clay loam,,ClayLoam
11431,5511.0,226214,11431,WD40011431,11431,2,100,PHgl,PHgl,PH,22,PHg,D,5,1.82,1.32,P,1,170,16,0,0,0,0,5,Clay loam,,ClayLoam
11433,3219.0,296518,11433,WD30011433,11433,2,100,VRha,DUvr,VR,33,VRe,C,3,2.03,1.72,P,1,198,9,0,0,0,3,3,Clay (light),,Clay
11434,21847.0,296513,11434,WD30011434,11434,2,100,VRha,DUvr,VR,33,VRe,C,3,2.03,1.72,P,1,198,9,0,0,0,3,3,Clay (light),,Clay
11435,10561.0,81843,11435,WD30011435,11435,2,100,FLca,DUca,FL,10,FLc,C,9,1.73,1.42,MW,1,168,9,0,0,0,0,9,Loam,,Loam
11436,6035.0,293569,11436,WD30011436,11436,2,100,VRha,DUvr,VR,33,VRd,C,3,2.02,1.64,P,1,201,9,0,0,0,3,3,Clay (light),,Clay
11437,9254.0,81859,11437,WD30011437,11437,2,100,FLca,DUca,FL,10,FLc,C,9,1.73,1.42,MW,1,168,9,0,0,0,0,9,Loam,,Loam
11438,892.0,117722,11438,WD30011438,11438,2,100,GLcc,DUcagl,GL,13,GLk,C,5,1.86,1.34,VP,1,164,9,0,0,0,0,5,Clay loam,,ClayLoam
11439,640.0,296510,11439,WD30011439,11439,2,100,VRha,DUvr,VR,33,VRe,C,3,2.03,1.72,P,1,198,9,0,0,0,3,3,Clay (light),,Clay
11440,405.0,82547,11440,WD40011440,11440,2,100,FLca,DUca,FL,10,FLc,D,9,1.7,1.38,MW,1,161,9,0,0,0,0,9,Loam,,Loam
11441,3192.0,297642,11441,WD40011441,11441,2,100,VRha,DUvr,VR,33,VRe,D,3,2.02,1.58,P,1,202,9,0,0,0,3,3,Clay (light),,Clay
11442,11635.0,81851,11442,WD30011442,11442,2,100,FLca,DUca,FL,10,FLc,C,9,1.73,1.42,MW,1,168,9,0,0,0,0,9,Loam,,Loam
11443,220.0,117721,11443,WD30011443,11443,2,100,GLcc,DUcagl,GL,13,GLk,C,5,1.86,1.34,VP,1,164,9,0,0,0,0,5,Clay loam,,ClayLoam
11444,36.0,117720,11444,WD30011444,11444,2,100,GLcc,DUcagl,GL,13,GLk,C,5,1.86,1.34,VP,1,164,9,0,0,0,0,5,Clay loam,,ClayLoam
11448,2199.0,53397,11448,WD40011448,11448,2,100,CMdy,CMdy,CM,8,CMd,D,9,1.51,1.18,MW,1,130,0,0,0,0,0,9,Loam,,Loam
11449,493.0,44622,11449,WD20011449,11449,2,100,CMca,CMca,CM,8,CMc,B,9,1.71,1.46,MW,1,173,0,0,0,0,0,9,Loam,,Loam
11450,15.0,49091,11450,WD40011450,11450,2,100,CMca,CMca,CM,8,CMc,D,9,1.71,1.41,MW,1,165,0,0,0,0,0,9,Loam,,Loam
11451,148.0,49109,11451,WD40011451,11451,2,100,CMca,CMca,CM,8,CMc,D,9,1.71,1.41,MW,1,165,0,0,0,0,0,9,Loam,,Loam
11452,25.0,49082,11452,WD40011452,11452,2,100,CMca,CMca,CM,8,CMc,D,9,1.71,1.41,MW,1,165,0,0,0,0,0,9,Loam,,Loam
11453,2358.0,70652,11453,WD30011453,11453,2,100,UMcm,UMcm,UM,32,CMu,C,9,1.75,0.99,MW,1,144,0,0,0,0,0,9,Loam,,Loam
11454,6389.0,80676,11454,WD20011454,11454,2,100,FLca,FLca,FL,10,FLc,B,9,1.71,1.49,MW,1,172,0,0,0,0,0,9,Loam,,Loam
11455,2672.0,92138,11455,WD20011455,11455,2,100,SCfv,SCfv,SC,28,FLs,B,9,1.8,1.4,MW,1,166,0,0,0,0,0,9,Loam,,Loam
11458,619.0,92130,11458,WD20011458,11458,2,100,SCfv,SCfv,SC,28,FLs,B,9,1.8,1.4,MW,1,166,0,0,0,0,0,9,Loam,,Loam
11460,31938.0,80675,11460,WD20011460,11460,2,100,FLca,FLca,FL,10,FLc,B,9,1.71,1.49,MW,1,172,0,0,0,0,0,9,Loam,,Loam
11461,1839.0,82552,11461,WD40011461,11461,2,100,FLca,FLca,FL,10,FLc,D,9,1.7,1.38,MW,1,161,0,0,0,0,0,9,Loam,,Loam
11462,22032.0,82525,11462,WD40011462,11462,2,100,FLca,FLca,FL,10,FLc,D,9,1.7,1.38,MW,1,161,0,0,0,0,0,9,Loam,,Loam
11463,240.0,82529,11463,WD40011463,11463,2,100,FLca,FLca,FL,10,FLc,D,9,1.7,1.38,MW,1,161,0,0,0,0,0,9,Loam,,Loam
11464,7751.0,82530,11464,WD40011464,11464,2,100,FLca,FLca,FL,10,FLc,D,9,1.7,1.38,MW,1,161,0,0,0,0,0,9,Loam,,Loam
11465,97.0,82540,11465,WD40011465,11465,2,100,FLca,FLca,FL,10,FLc,D,9,1.7,1.38,MW,1,161,0,0,0,0,0,9,Loam,,Loam
11466,15514.0,82531,11466,WD40011466,11466,2,100,FLca,FLca,FL,10,FLc,D,9,1.7,1.38,MW,1,161,0,0,0,0,0,9,Loam,,Loam
11467,499.0,80680,11467,WD20011467,11467,2,100,FLca,FLca,FL,10,FLc,B,9,1.71,1.49,MW,1,172,0,0,0,0,0,9,Loam,,Loam
11468,227.0,81907,11468,WD30011468,11468,2,100,FLca,FLca,FL,10,FLc,C,9,1.73,1.42,MW,1,168,0,0,0,0,0,9,Loam,,Loam
11469,1115.0,81929,11469,WD30011469,11469,2,100,FLca,FLca,FL,10,FLc,C,9,1.73,1.42,MW,1,168,0,0,0,0,0,9,Loam,,Loam
11472,27428.0,82527,11472,WD40011472,11472,2,100,FLca,FLca,FL,10,FLc,D,9,1.7,1.38,MW,1,161,0,0,0,0,0,9,Loam,,Loam
11473,1232.0,80671,11473,WD20011473,11473,2,100,FLca,FLca,FL,10,FLc,B,9,1.71,1.49,MW,1,172,0,0,0,0,0,9,Loam,,Loam
11474,35299.0,82544,11474,WD40011474,11474,2,100,FLca,FLca,FL,10,FLc,D,9,1.7,1.38,MW,1,161,0,0,0,0,0,9,Loam,,Loam
11476,101325.0,82545,11476,WD40011476,11476,2,100,FLca,FLca,FL,10,FLc,D,9,1.7,1.38,MW,1,161,0,0,0,0,0,9,Loam,,Loam
11478,998.0,82536,11478,WD40011478,11478,2,100,FLca,FLca,FL,10,FLc,D,9,1.7,1.38,MW,1,161,0,0,0,0,0,9,Loam,,Loam
11479,6423.0,82538,11479,WD40011479,11479,2,100,FLca,FLca,FL,10,FLc,D,9,1.7,1.38,MW,1,161,0,0,0,0,0,9,Loam,,Loam
11480,104.0,80669,11480,WD20011480,11480,2,100,FLca,FLca,FL,10,FLc,B,9,1.71,1.49,MW,1,172,0,0,0,0,0,9,Loam,,Loam
11481,26231.0,81898,11481,WD30011481,11481,2,100,FLca,FLca,FL,10,FLc,C,9,1.73,1.42,MW,1,168,0,0,0,0,0,9,Loam,,Loam
11482,100.0,82526,11482,WD40011482,11482,2,100,FLca,FLca,FL,10,FLc,D,9,1.7,1.38,MW,1,161,0,0,0,0,0,9,Loam,,Loam
11483,13091.0,89105,11483,WD30011483,11483,2,100,FLeu,FLeu,FL,10,FLe,C,9,1.72,1.42,MW,1,170,0,0,0,0,0,9,Loam,,Loam
11484,167.0,89136,11484,WD30011484,11484,2,100,FLeu,FLeu,FL,10,FLe,C,9,1.72,1.42,MW,1,170,0,0,0,0,0,9,Loam,,Loam
11485,1782.0,89096,11485,WD30011485,11485,2,100,FLeu,FLeu,FL,10,FLe,C,9,1.72,1.42,MW,1,170,0,0,0,0,0,9,Loam,,Loam
11486,6688.0,89097,11486,WD30011486,11486,2,100,FLeu,FLeu,FL,10,FLe,C,9,1.72,1.42,MW,1,170,0,0,0,0,0,9,Loam,,Loam
11489,1550.0,89100,11489,WD30011489,11489,2,100,FLeu,FLeu,FL,10,FLe,C,9,1.72,1.42,MW,1,170,0,0,0,0,0,9,Loam,,Loam
11491,1555.0,89112,11491,WD30011491,11491,2,100,FLeu,FLeu,FL,10,FLe,C,9,1.72,1.42,MW,1,170,0,0,0,0,0,9,Loam,,Loam
11493,3754.0,89118,11493,WD30011493,11493,2,100,FLeu,FLeu,FL,10,FLe,C,9,1.72,1.42,MW,1,170,0,0,0,0,0,9,Loam,,Loam
11495,17550.0,81915,11495,WD30011495,11495,2,100,FLca,FLca,FL,10,FLc,C,9,1.73,1.42,MW,1,168,0,0,0,0,0,9,Loam,,Loam
11499,6030.0,81890,11499,WD30011499,11499,2,100,FLca,FLca,FL,10,FLc,C,9,1.73,1.42,MW,1,168,0,0,0,0,0,9,Loam,,Loam
11502,3290.0,44641,11502,WD20011502,11502,2,100,CMca,CMca,CM,8,CMc,B,9,1.71,1.46,MW,1,173,0,0,0,0,0,9,Loam,,Loam
11503,183.0,47737,11503,WD30011503,11503,2,100,CMca,CMca,CM,8,CMc,C,5,1.83,1.48,MW,1,168,0,0,0,0,0,5,Clay loam,,ClayLoam
11504,467.0,49096,11504,WD40011504,11504,2,100,CMca,CMca,CM,8,CMc,D,9,1.71,1.41,MW,1,165,0,0,0,0,0,9,Loam,,Loam
11505,1050.0,44642,11505,WD20011505,11505,2,100,CMca,CMca,CM,8,CMc,B,9,1.71,1.46,MW,1,173,0,0,0,0,0,9,Loam,,Loam
11506,2634.0,47738,11506,WD30011506,11506,2,100,CMca,CMca,CM,8,CMc,C,5,1.83,1.48,MW,1,168,0,0,0,0,0,5,Clay loam,,ClayLoam
11507,1090.0,49097,11507,WD40011507,11507,2,100,CMca,CMca,CM,8,CMc,D,9,1.71,1.41,MW,1,165,0,0,0,0,0,9,Loam,,Loam
11508,3197.0,44683,11508,WD20011508,11508,2,100,CMca,CMca,CM,8,CMc,B,9,1.71,1.46,MW,1,173,0,0,0,0,0,9,Loam,,Loam
11509,13498.0,44677,11509,WD20011509,11509,2,100,CMca,CMca,CM,8,CMc,B,9,1.71,1.46,MW,1,173,0,0,0,0,0,9,Loam,,Loam
11511,37.0,49085,11511,WD40011511,11511,2,100,CMca,CMca,CM,8,CMc,D,9,1.71,1.41,MW,1,165,0,0,0,0,0,9,Loam,,Loam
11512,11.0,49095,11512,WD40011512,11512,2,100,CMca,CMca,CM,8,CMc,D,9,1.71,1.41,MW,1,165,0,0,0,0,0,9,Loam,,Loam
11513,3890.0,117718,11513,WD30011513,11513,2,100,GLcc,GLcc,GL,13,GLk,C,5,1.86,1.34,VP,1,164,16,0,0,0,0,5,Clay loam,,ClayLoam
11514,91.0,117320,11514,WD20011514,11514,2,100,GLcc,GLcc,GL,13,GLk,B,5,1.89,1.34,VP,1,162,16,0,0,0,0,5,Clay loam,,ClayLoam
11515,1150.0,117910,11515,WD40011515,11515,2,100,GLcc,GLcc,GL,13,GLk,D,9,1.68,1.35,P,1,164,16,0,0,0,0,9,Loam,,Loam
11516,1845.0,117920,11516,WD40011516,11516,2,100,GLcc,GLcc,GL,13,GLk,D,9,1.68,1.35,P,1,164,16,0,0,0,0,9,Loam,,Loam
11518,41296.0,92131,11518,WD20011518,11518,2,100,SCfv,SCfv,SC,28,FLs,B,9,1.8,1.4,MW,1,166,19,0,0,0,0,9,Loam,,Loam
11519,2560.0,92313,11519,WD40011519,11519,2,100,SCfv,SCfv,SC,28,FLs,D,9,1.64,1.37,MW,1,142,19,0,0,0,0,9,Loam,,Loam
11520,9088.0,92314,11520,WD40011520,11520,2,100,SCfv,SCfv,SC,28,FLs,D,9,1.64,1.37,MW,1,142,19,0,0,0,0,9,Loam,,Loam
11521,295.0,92315,11521,WD40011521,11521,2,100,SCfv,SCfv,SC,28,FLs,D,9,1.64,1.37,MW,1,142,19,0,0,0,0,9,Loam,,Loam
11522,5269.0,92279,11522,WD30011522,11522,2,100,SCfv,SCfv,SC,28,FLs,C,9,1.8,1.37,MW,1,160,19,0,0,0,0,9,Loam,,Loam
11523,8060.0,92316,11523,WD40011523,11523,2,100,SCfv,SCfv,SC,28,FLs,D,9,1.64,1.37,MW,1,142,19,0,0,0,0,9,Loam,,Loam
11524,4325.0,92278,11524,WD30011524,11524,2,100,SCfv,SCfv,SC,28,FLs,C,9,1.8,1.37,MW,1,160,19,0,0,0,0,9,Loam,,Loam
11525,14384.0,92320,11525,WD40011525,11525,2,100,SCfv,SCfv,SC,28,FLs,D,9,1.64,1.37,MW,1,142,19,0,0,0,0,9,Loam,,Loam
11526,4623.0,92122,11526,WD20011526,11526,2,100,SCfv,SCfv,SC,28,FLs,B,9,1.8,1.4,MW,1,166,19,0,0,0,0,9,Loam,,Loam
11531,4733.0,285379,11531,WD30011531,11531,2,100,SNgl,SNgl,SN,29,SNg,C,7,1.69,1.38,P,1,157,0,0,0,0,0,7,Silt loam,,SiltLoam
11532,228.0,285647,11532,WD40011532,11532,2,100,SNgl,SNgl,SN,29,SNg,D,9,1.72,1.46,P,1,154,0,0,0,0,0,9,Loam,,Loam
11533,3376.0,31535,11533,WD20011533,11533,2,100,ATpa&ATtr,AThy,AT,5,ATc,B,9,1.73,1.39,MW,1,134,0,0,0,0,0,9,Loam,,Loam
11534,86.0,32260,11534,WD40011534,11534,2,100,ATpa&ATtr,AThy,AT,5,ATc,D,9,1.78,1.35,MW,1,135,0,0,0,0,0,9,Loam,,Loam
11535,33259.0,119432,11535,WD40011535,11535,2,100,GLmo,GLmo,GL,13,GLm,D,5,1.82,1.11,VP,1,178,0,0,0,0,0,5,Clay loam,,ClayLoam
11536,9.0,118426,11536,WD20011536,11536,2,100,GLmo,GLmo,GL,13,GLm,B,3,1.97,1.29,VP,1,196,16,0,0,0,0,3,Clay (light),,Clay
11538,5386.0,118427,11538,WD20011538,11538,2,100,GLmo,GLmo,GL,13,GLm,B,3,1.97,1.29,VP,1,196,16,0,0,0,0,3,Clay (light),,Clay
11539,83948.0,119429,11539,WD40011539,11539,2,100,GLmo,GLmo,GL,13,GLm,D,5,1.82,1.11,VP,1,178,16,0,0,0,0,5,Clay loam,,ClayLoam
11540,100540.0,119430,11540,WD40011540,11540,2,100,GLmo,GLmo,GL,13,GLm,D,5,1.82,1.11,VP,1,178,16,0,0,0,0,5,Clay loam,,ClayLoam
11543,5630.0,279468,11543,WD20011543,11543,2,100,SCgl,SCgl,SC,28,SCg,B,5,1.84,1.33,P,1,89,19,0,0,0,0,5,Clay loam,,ClayLoam
11550,66.0,111499,11550,WD40011550,11550,2,100,GLeu,GLeu,GL,13,GLe,D,9,1.74,1.22,P,1,172,0,0,0,0,0,9,Loam,,Loam
11551,7191.0,133164,11551,WD40011551,11551,2,100,HSsa,HSsa,HS,15,HSs,D,9,1.71,0.46,VP,1,191,16,0,0,0,0,9,Loam,,Loam
11553,400.0,127461,11553,WD20011553,11553,2,100,HSfi,HSfi,HS,15,HSf,B,5,1.89,0.14,VP,1,209,16,0,0,0,0,5,Clay loam,,ClayLoam
11554,51.0,278526,11554,WD20011554,11554,2,100,SC,SC,SC,28,SC,B,9,1.76,1.42,MW,1,84,16,0,0,0,0,9,Loam,,Loam
11555,55884.0,284013,11555,WD20011555,11555,2,100,SCmo,SCmo,SC,28,SCm,B,11,1.65,1.42,MW,1,74,16,0,0,0,0,11,Sandy loam,,SandyLoam
11556,13931.0,284016,11556,WD20011556,11556,2,100,SCmo,SCmo,SC,28,SCm,B,11,1.65,1.42,MW,1,74,16,0,0,0,0,11,Sandy loam,,SandyLoam
11558,13308.0,284012,11558,WD20011558,11558,2,100,SCmo,SCmo,SC,28,SCm,B,11,1.65,1.42,MW,1,74,16,0,0,0,0,11,Sandy loam,,SandyLoam
11561,8085.0,284440,11561,WD20011561,11561,2,100,SCgy,SCgyye,SC,28,SCy,B,9,1.72,1.32,MW,1,59,22,0,0,0,0,9,Loam,,Loam
11568,13457.0,279470,11568,WD20011568,11568,2,100,SCgl,SCgl,SC,28,SCg,B,5,1.84,1.33,P,1,89,16,0,0,0,0,5,Clay loam,,ClayLoam
11573,1389.0,284220,11573,WD20011573,11573,2,100,SCcso,Scccso,SC,28,SCn,B,9,1.68,1.6,MW,1,78,16,0,0,0,0,9,Loam,,Loam
11574,1851.0,283518,11574,WD20011574,11574,2,100,SCcc,SCccye,SC,28,SCk,B,9,1.81,1.42,MW,1,80,22,0,0,0,0,9,Loam,,Loam
11578,283.0,284451,11578,WD20011578,11578,2,100,SCgy,SCgyye,SC,28,SCy,B,9,1.72,1.32,MW,1,59,22,0,0,0,0,9,Loam,,Loam
11581,17814.0,283527,11581,WD20011581,11581,2,100,SCcc,SCccye,SC,28,SCk,B,9,1.81,1.42,MW,1,80,22,0,0,0,0,9,Loam,,Loam
11583,2388.0,283272,11583,WD40011583,11583,2,100,SCha,SCha,SC,28,SCh,D,9,1.8,1.42,MW,1,95,16,0,0,0,0,9,Loam,,Loam
11585,939.0,283044,11585,WD30011585,11585,2,100,SCha,SCha,SC,28,SCh,C,9,1.79,1.45,MW,1,87,16,0,0,0,0,9,Loam,,Loam
11586,10862.0,283268,11586,WD40011586,11586,2,100,SCha,SCha,SC,28,SCh,D,9,1.8,1.42,MW,1,95,16,0,0,0,0,9,Loam,,Loam
11587,2835.0,283267,11587,WD40011587,11587,2,100,SCha,SCha,SC,28,SCh,D,9,1.8,1.42,MW,1,95,16,0,0,0,0,9,Loam,,Loam
11589,1916.0,280570,11589,WD40011589,11589,2,100,SCgl,SCgl,SC,28,SCg,D,9,1.67,1.33,P,1,90,16,0,0,0,0,9,Loam,,Loam
11590,3627.0,283057,11590,WD30011590,11590,2,100,SCha,SCha,SC,28,SCh,C,9,1.79,1.45,MW,1,87,16,0,0,0,0,9,Loam,,Loam
11593,661.0,283259,11593,WD40011593,11593,2,100,SCha,SCha,SC,28,SCh,D,9,1.8,1.42,MW,1,95,16,0,0,0,0,9,Loam,,Loam
11594,2857.0,283263,11594,WD40011594,11594,2,100,SCha,SCha,SC,28,SCh,D,9,1.8,1.42,MW,1,95,16,0,0,0,0,9,Loam,,Loam
11598,4734.0,283262,11598,WD40011598,11598,2,100,SCha,SCha,SC,28,SCh,D,9,1.8,1.42,MW,1,95,16,0,0,0,0,9,Loam,,Loam
11600,6633.0,285668,11600,WD40011600,11600,2,100,SNgl,SNgl,SN,29,SNg,D,9,1.72,1.46,P,1,154,16,0,0,0,0,9,Loam,,Loam
11601,1434.0,286671,11601,WD20011601,11601,2,100,SNha,SNha,SN,29,SNh,B,9,1.73,1.58,MW,1,153,16,0,0,0,0,9,Loam,,Loam
11602,292.0,290770,11602,WD20011602,11602,2,100,SNcc,SNcc,SN,29,SNk,B,9,1.73,1.51,MW,1,151,16,0,0,0,0,9,Loam,,Loam
11604,177096.0,31815,11604,WD30011604,11604,2,100,ATpa&ATtr,AThy,AT,5,ATc,C,9,1.78,1.4,MW,1,135,13,0,0,0,0,9,Loam,,Loam
11605,128028.0,31817,11605,WD30011605,11605,2,100,ATpa&ATtr,AThy,AT,5,ATc,C,9,1.78,1.4,MW,1,135,13,0,0,0,0,9,Loam,,Loam
11613,43155.0,31793,11613,WD30011613,11613,2,100,ATpa&ATtr,AThy,AT,5,ATc,C,9,1.78,1.4,MW,1,135,13,0,0,0,0,9,Loam,,Loam
11621,477.0,31825,11621,WD30011621,11621,2,100,ATpa&ATtr,AThy,AT,5,ATc,C,9,1.78,1.4,MW,1,135,13,0,0,0,0,9,Loam,,Loam
11625,5189.0,12513,11625,WD30011625,11625,2,100,PTha,PTir,PT,24,ALp,C,9,1.72,1.52,P,1,182,13,0,0,0,0,9,Loam,,Loam
11627,17944.0,31832,11627,WD30011627,11627,2,100,ATpa&ATtr,AThy,AT,5,ATc,C,9,1.78,1.4,MW,1,135,13,0,0,0,0,9,Loam,,Loam
11634,4397.0,31840,11634,WD30011634,11634,2,100,ATpa&ATtr,AThy,AT,5,ATc,C,9,1.78,1.4,MW,1,135,13,0,0,0,0,9,Loam,,Loam
11637,6833.0,32267,11637,WD40011637,11637,2,100,ATpa&ATtr,AThy,AT,5,ATc,D,9,1.78,1.35,MW,1,135,13,0,0,0,0,9,Loam,,Loam
11641,933.0,31848,11641,WD30011641,11641,2,100,ATpa&ATtr,AThy,AT,5,ATc,C,9,1.78,1.4,MW,1,135,13,0,0,0,0,9,Loam,,Loam
11642,51.0,31849,11642,WD30011642,11642,2,100,ATpa&ATtr,AThy,AT,5,ATc,C,9,1.78,1.4,MW,1,135,13,0,0,0,0,9,Loam,,Loam
11643,730.0,8358,11643,WD30011643,11643,2,100,PTha,PTir,PT,24,ACp,C,11,1.56,1.48,P,1,120,13,0,0,0,0,11,Sandy loam,,SandyLoam
11645,33892.0,31845,11645,WD30011645,11645,2,100,ATpa&ATtr,AThy,AT,5,ATc,C,9,1.78,1.4,MW,1,135,13,0,0,0,0,9,Loam,,Loam
11651,3225.0,31803,11651,WD30011651,11651,2,100,ATpa&ATtr,AThy,AT,5,ATc,C,9,1.78,1.4,MW,1,135,13,0,0,0,0,9,Loam,,Loam
11652,2574.0,31827,11652,WD30011652,11652,2,100,ATpa&ATtr,AThy,AT,5,ATc,C,9,1.78,1.4,MW,1,135,13,0,0,0,0,9,Loam,,Loam
11656,3710.0,31804,11656,WD30011656,11656,2,100,ATpa&ATtr,AThy,AT,5,ATc,C,9,1.78,1.4,MW,1,135,13,0,0,0,0,9,Loam,,Loam
11663,15012.0,109869,11663,WD30011663,11663,2,100,GLeu,GLireu,GL,13,GLe,C,5,1.84,1.22,VP,1,168,13,0,0,0,0,5,Clay loam,,ClayLoam
11664,17.0,109936,11664,WD30011664,11664,2,100,GLeu,GLireu,GL,13,GLe,C,5,1.84,1.22,VP,1,168,13,0,0,0,0,5,Clay loam,,ClayLoam
11665,157.0,109873,11665,WD30011665,11665,2,100,GLeu,GLireu,GL,13,GLe,C,5,1.84,1.22,VP,1,168,13,0,0,0,0,5,Clay loam,,ClayLoam
11668,1195.0,31810,11668,WD30011668,11668,2,100,ATpa&ATtr,AThy,AT,5,ATc,C,9,1.78,1.4,MW,1,135,13,0,0,0,0,9,Loam,,Loam
11675,2107.0,31816,11675,WD30011675,11675,2,100,ATpa&ATtr,AThy,AT,5,ATc,C,9,1.78,1.4,MW,1,135,13,0,0,0,0,9,Loam,,Loam
11677,3715.0,31819,11677,WD30011677,11677,2,100,ATpa&ATtr,AThy,AT,5,ATc,C,9,1.78,1.4,MW,1,135,13,0,0,0,0,9,Loam,,Loam
11681,5512.0,283054,11681,WD30011681,11681,2,100,SCha,SCha,SC,28,SCh,C,9,1.79,1.45,MW,1,87,13,0,0,0,0,9,Loam,,Loam
11686,158.0,31524,11686,WD20011686,11686,2,100,ATpa&ATtr,AThy,AT,5,ATc,B,9,1.73,1.39,MW,1,134,16,0,0,0,0,9,Loam,,Loam
11687,13803.0,31534,11687,WD20011687,11687,2,100,ATpa&ATtr,AThy,AT,5,ATc,B,9,1.73,1.39,MW,1,134,16,0,0,0,0,9,Loam,,Loam
11690,5675.0,31529,11690,WD20011690,11690,2,100,ATpa&ATtr,AThy,AT,5,ATc,B,9,1.73,1.39,MW,1,134,16,0,0,0,0,9,Loam,,Loam
11691,2526.0,31528,11691,WD20011691,11691,2,100,ATpa&ATtr,AThy,AT,5,ATc,B,9,1.73,1.39,MW,1,134,16,0,0,0,0,9,Loam,,Loam
11692,5761.0,31527,11692,WD20011692,11692,2,100,ATpa&ATtr,AThy,AT,5,ATc,B,9,1.73,1.39,MW,1,134,19,0,0,0,0,9,Loam,,Loam
11696,492.0,31522,11696,WD20011696,11696,2,100,ATpa&ATtr,AThy,AT,5,ATc,B,9,1.73,1.39,MW,1,134,16,0,0,0,0,9,Loam,,Loam
11697,3153.0,31521,11697,WD20011697,11697,2,100,ATpa&ATtr,AThy,AT,5,ATc,B,9,1.73,1.39,MW,1,134,16,0,0,0,0,9,Loam,,Loam
11698,12028.0,31520,11698,WD20011698,11698,2,100,ATpa&ATtr,AThy,AT,5,ATc,B,9,1.73,1.39,MW,1,134,16,0,0,0,0,9,Loam,,Loam
11700,220.0,31517,11700,WD20011700,11700,2,100,ATpa&ATtr,AThy,AT,5,ATc,B,9,1.73,1.39,MW,1,134,16,0,0,0,0,9,Loam,,Loam
